;author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;phone;district;street;underground;residential_complex
124;ЕГСН Продажа;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/286343605/;Москва_и_др.;sale;flat;6;19;1;44.6;181614;8100000;2014;21.5;11.5;79057193875;;;;
125;BERI;real_estate_agent;https://www.cian.ru/sale/flat/287433688/;Москва_и_др.;sale;flat;2;9;1;29.3;375085;10990000;1965;16.0;5.5;79645535804;Останкинский;2-я Новоостанкинская;Улица Академика Королёва;
126;ID 21830326;homeowner;https://www.cian.ru/sale/flat/277117211/;Москва_и_др.;sale;flat;5;9;1;39.7;365239;14500000;1958;18.9;10.4;79629192708;Даниловский;Лобанова;Автозаводская;
127;ЕГЦН-М;real_estate_agent;https://khimki.cian.ru/sale/flat/287440740/;Москва_и_др.;sale;flat;1;5;1;10.4;245000;2548000;-1;8.0;2.4;79104217165;;;Хлебниково;
128;ID 61854957;realtor;https://www.cian.ru/sale/flat/286547106/;Москва_и_др.;sale;flat;2;9;1;32.0;340625;10900000;1970;-1.0;-1.0;79856204168;Чертаново Центральное;Днепропетровская;Южная;
129;ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/284355745/;Москва_и_др.;sale;flat;9;12;1;35.2;286931;10100000;1966;20.0;10.0;79057191820;Южное Тушино;Лодочная;Сходненская;
130;ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/286978957/;Москва_и_др.;sale;flat;12;16;1;44.8;243303;10900000;2001;19.4;11.6;79031507582;Текстильщики;8-я Текстильщиков;Текстильщики;
131;ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/285081444/;Москва_и_др.;sale;flat;2;2;1;27.0;295000;7965000;-1;19.0;3.0;79169574456;Преображенское;Электрозаводская;Преображенская площадь;
132;ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/284008585/;Москва_и_др.;sale;flat;2;9;1;32.6;271472;8850000;1966;21.4;6.0;79057193875;Тимирязевский;3-й Нижнелихоборский проезд;Окружная;
133;ID 12968636;realtor;https://www.cian.ru/sale/flat/287023089/;Москва_и_др.;sale;flat;1;18;1;44.0;151136;6650000;2015;16.0;11.8;79168754358;;;Рассказовка;
134;ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/280298754/;Москва_и_др.;sale;flat;1;2;1;19.0;405263;7700000;-1;12.0;2.0;79169859086;Соколиная гора;Вольная;Семёновская;
135;ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/282129012/;Москва_и_др.;sale;flat;10;14;1;45.5;200000;9100000;-1;-1.0;-1.0;79660505587;Сокол;Балтийская;Сокол;
136;Just Estate;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/286820051/;Москва_и_др.;sale;flat;17;24;1;40.0;191250;7650000;2015;18.0;12.0;79670028638;;;Тушинская;
137;ID 94949394;homeowner;https://krasnogorsk.cian.ru/sale/flat/285390281/;Москва_и_др.;sale;flat;5;17;1;39.6;184343;7300000;2015;18.0;12.0;79660643149;;;Красногорская;
138;ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/269644572/;Москва_и_др.;sale;flat;3;5;1;20.1;323383;6500000;-1;-1.0;-1.0;79660505587;Черемушки;Херсонская;Зюзино;
139;ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/286917700/;Москва_и_др.;sale;flat;8;18;1;56.6;266784;15100000;2005;18.2;19.0;79660591401;Куркино;Родионовская;Планерная;
140;MiniStudioRealty;real_estate_agent;https://www.cian.ru/sale/flat/281742376/;Москва_и_др.;sale;flat;1;5;1;17.7;310500;5495850;-1;-1.0;-1.0;79670020454;Хорошевский;Хорошевское шоссе;Беговая;
141;ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/275434869/;Москва_и_др.;sale;flat;10;14;1;25.2;361111;9100000;-1;-1.0;-1.0;79099040655;Сокол;Ленинградский проспект;Сокол;
142;ИМПЕРИАЛ;official_representative;https://khimki.cian.ru/sale/flat/287421094/;Москва_и_др.;sale;flat;1;5;1;10.4;245000;2548000;-1;-1.0;-1.0;79660505587;;;Шереметьевская;
143;ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/283214639/;Москва_и_др.;sale;flat;10;12;1;36.0;322222;11600000;1967;19.0;10.0;79680847324;Царицыно;Кавказский бульвар;Кантемировская;
144;ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/287407589/;Москва_и_др.;sale;flat;8;16;1;34.7;268011;9300000;1975;19.3;10.0;79652909427;Ярославский;Ярославское шоссе;Бабушкинская;
145;Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/284346667/;Москва_и_др.;sale;flat;3;9;1;31.7;694006;22000000;1964;21.0;5.0;79197241091;Пресненский;Вспольный переулок;Баррикадная;
146;ЕГСН Продажа;real_estate_agent;https://balashikha.cian.ru/sale/flat/284747051/;Москва_и_др.;sale;flat;15;17;1;39.0;162820;6350000;2004;19.0;11.0;79099977232;;;Новогиреево;
147;ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/279629349/;Москва_и_др.;sale;flat;7;25;1;52.5;247619;13000000;2010;22.6;14.5;79660620609;;;Филатов Луг;
148;ЕГСН Продажа;real_estate_agent;https://vidnoye.cian.ru/sale/flat/286925254/;Москва_и_др.;sale;flat;3;9;1;33.5;147761;4950000;2021;17.7;9.0;79057176327;;;;
149;НДВ;real_estate_agent;https://www.cian.ru/sale/flat/287211836/;Москва_и_др.;sale;flat;10;14;1;38.4;325520;12500000;2022;11.2;18.0;79165727913;Останкинский;Сельскохозяйственная;Ботанический сад;Green park
150;Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/287555449/;Москва_и_др.;sale;flat;1;5;1;28.8;205000;5904000;-1;19.7;4.0;79852869731;Черемушки;Херсонская;Зюзино;
151;ЕГСН Продажа;real_estate_agent;https://naro-fominsk.cian.ru/sale/flat/278934772/;Москва_и_др.;sale;flat;5;5;1;34.2;100877;3450000;1996;17.5;6.5;79645669116;;;;
152;ЕГСН Продажа;real_estate_agent;https://balashikha.cian.ru/sale/flat/275565122/;Москва_и_др.;sale;flat;4;5;1;30.4;167763;5100000;1984;18.0;6.5;79653090355;;;;
153;ЕГСН Продажа;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/274781081/;Москва_и_др.;sale;flat;16;26;1;35.6;192415;6850000;2020;18.0;7.0;79057170709;;;;
154;DOORS AGENCY;real_estate_agent;https://www.cian.ru/sale/flat/287102644/;Москва_и_др.;sale;flat;6;15;1;45.0;242222;10900000;2020;17.8;11.0;79660482201;Бирюлево Восточное;6-я Радиальная;Царицыно;Царицыно
155;ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/283140148/;Москва_и_др.;sale;flat;9;22;1;19.5;305897;5965000;-1;13.0;3.0;79651585220;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
156;CENTURY 21;real_estate_agent;https://odintsovo.cian.ru/sale/flat/285889487/;Москва_и_др.;sale;flat;3;24;1;38.2;196335;7500000;2004;16.0;10.0;79623678429;;;Сколково;
157;CENTURY 21;real_estate_agent;https://odintsovo.cian.ru/sale/flat/287030295/;Москва_и_др.;sale;flat;19;24;1;33.7;225519;7600000;2021;14.0;9.2;79623678429;;;;
158;DOORS AGENCY;real_estate_agent;https://www.cian.ru/sale/flat/285344080/;Москва_и_др.;sale;flat;32;37;1;41.6;355769;14800000;2021;20.9;16.3;79162315179;Раменки;Мосфильмовская;Аминьевская;
159;ЕГСН Продажа;real_estate_agent;https://vidnoye.cian.ru/sale/flat/284366069/;Москва_и_др.;sale;flat;3;17;1;33.9;165162;5599000;2019;11.7;14.2;79652846529;;;;
160;Just Estate;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/286022973/;Москва_и_др.;sale;flat;1;8;1;40.5;164197;6650000;2017;15.5;16.5;79160669791;;;;
161;Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/286661474/;Москва_и_др.;sale;flat;9;25;1;38.4;390364;14990000;2019;15.8;11.0;79153264100;Можайский;Рябиновая;Кунцевская;КутузовGRAD I
162;CENTURY 21 Перспектива;real_estate_agent;https://kotelniki.cian.ru/sale/flat/285288081/;Москва_и_др.;sale;flat;17;25;1;42.3;198581;8400000;2012;19.0;9.6;79160439576;;;Котельники;
163;Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/286848617/;Москва_и_др.;sale;flat;2;9;1;33.0;263636;8700000;1976;19.0;6.0;79060435183;Ясенево;Голубинская;Ясенево;
164;ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/286587616/;Москва_и_др.;sale;flat;9;22;1;20.8;312884;6508000;-1;16.0;3.0;79651585220;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
165;Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/287091367/;Москва_и_др.;sale;flat;3;5;1;42.0;833333;35000000;1876;28.0;7.0;79660621044;Тверской;Петровка;Трубная;La Rue
166;ЕГСН Продажа;real_estate_agent;https://kotelniki.cian.ru/sale/flat/286078321/;Москва_и_др.;sale;flat;8;9;1;32.3;172445;5570000;1972;18.5;6.6;79099977232;;;;
167;ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/262343028/;Москва_и_др.;sale;flat;13;14;1;53.1;704331;37400000;2012;22.3;11.4;79660527796;Замоскворечье;Мытная;Серпуховская;Английский квартал
168;Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/287073749/;Москва_и_др.;sale;flat;10;22;1;-1.0;-6111000;6111000;-1;11.7;3.0;79660472796;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
169;ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/286635296/;Москва_и_др.;sale;flat;34;38;1;37.0;400000;14800000;2021;14.0;16.0;79652154751;Бутырский;Новодмитровская;Дмитровская;Савеловский Сити
170;Alliance Agency Real Estate;real_estate_agent;https://ivanteyevka.cian.ru/sale/flat/285622695/;Москва_и_др.;sale;flat;18;18;1;42.1;150831;6350000;2022;19.0;13.0;79651100302;;;;
171;MiniStudioRealty;real_estate_agent;https://khimki.cian.ru/sale/flat/287409784/;Москва_и_др.;sale;flat;1;5;1;31.8;140000;4452000;-1;-1.0;-1.0;79660477831;;;Хлебниково;
172;Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/286976087/;Москва_и_др.;sale;flat;2;2;1;11.6;390000;4524000;-1;-1.0;-1.0;79660615452;Хорошевский;Хорошевское шоссе;Беговая;
173;Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/287082741/;Москва_и_др.;sale;flat;9;22;1;19.5;305897;5965000;-1;-1.0;-1.0;79660472796;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
174;MiniStudioRealty;real_estate_agent;https://khimki.cian.ru/sale/flat/287409912/;Москва_и_др.;sale;flat;2;5;1;14.6;220000;3212000;-1;-1.0;-1.0;79660477831;;;Хлебниково;
175;ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/282938882/;Москва_и_др.;sale;flat;1;5;1;18.0;307500;5535000;-1;-1.0;-1.0;79685187624;Хорошевский;Хорошевское шоссе;Беговая;
176;PROНЕДВИЖИМОСТЬ;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/287398413/;Москва_и_др.;sale;flat;2;4;1;32.7;129969;4250000;-1;15.0;10.0;79623695214;;;;
177;ЕГЦН-М;real_estate_agent;https://khimki.cian.ru/sale/flat/287440322/;Москва_и_др.;sale;flat;1;5;1;14.6;215000;3139000;-1;11.6;3.0;79104217165;;;Хлебниково;
178;ЕГЦН-М;real_estate_agent;https://www.cian.ru/sale/flat/284975764/;Москва_и_др.;sale;flat;1;3;1;17.7;310500;5495850;-1;-1.0;-1.0;79104217165;Хорошевский;Хорошевское шоссе;Беговая;
179;ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/286483343/;Москва_и_др.;sale;flat;9;22;1;19.5;305897;5965000;-1;15.0;3.0;79651585220;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
180;ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/286625407/;Москва_и_др.;sale;flat;1;8;1;48.5;260000;12610000;-1;40.5;3.0;79169574456;Преображенское;Электрозаводская;Преображенская площадь;
181;Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/287020290/;Москва_и_др.;sale;flat;9;22;1;17.1;346023;5917000;-1;-1.0;-1.0;79660472796;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
182;ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/283767578/;Москва_и_др.;sale;flat;14;22;1;38.4;611979;23500000;2022;22.0;8.1;79623600968;Красносельский;Большая Спасская;Площадь трёх вокзалов;Dialog
183;ID 88688171;homeowner;https://khimki.cian.ru/sale/flat/287614584/;Москва_и_др.;sale;flat;9;17;1;38.26;189492;7250000;2021;18.8;9.0;79167404832;;;Ховрино;
184;ЕГЦН-М;real_estate_agent;https://khimki.cian.ru/sale/flat/287301406/;Москва_и_др.;sale;flat;2;5;1;37.0;142000;5254000;-1;27.8;2.2;79104217165;;;Хлебниково;
185;Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/268826365/;Москва_и_др.;sale;flat;2;7;1;98.0;969387;95000000;-1;-1.0;-1.0;79670378605;Арбат;Филипповский переулок;Арбатская;
186;ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/262343029/;Москва_и_др.;sale;flat;13;14;1;54.1;709796;38400000;2012;22.3;12.7;79660527796;Замоскворечье;Мытная;Серпуховская;Английский квартал
187;Доступный Дом;real_estate_agent;https://ramenskoye.cian.ru/sale/flat/287284909/;Москва_и_др.;sale;flat;15;17;1;41.3;175544;7250000;2018;17.4;13.1;79654097824;;;;
188;Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/286997462/;Москва_и_др.;sale;flat;9;22;1;-1.0;-6353000;6353000;-1;12.6;3.0;79660472796;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
189;Chase R.E.S.;real_estate_agent;https://www.cian.ru/sale/flat/277911338/;Москва_и_др.;sale;flat;15;25;1;42.0;664285;27900000;2019;13.0;15.0;79169589879;Пресненский;Шмитовский проезд;Шелепиха;Headliner
190;OPN PARTNER;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/287217918/;Москва_и_др.;sale;flat;3;4;1;30.0;180000;5400000;2015;-1.0;-1.0;79031193825;;;;
